Id	EssayText
16015	The three processes to control cell movement is by the cell wall of the the cell. The cells flagella is like the guard to the membrane is moves the cells back and forth to move and substances in or out. Pores are also outside of the cell which is a process because of how it obsorbs things.
16016	mRNAtRNArRNA
16017	Osmosis where the water moves in the cell Mitosis seires of events that take place in the cell
16018	1. Mitochondria regulates2. Flagella moves it3. The call grows
16019	Mitosis used by plantsmeiosis used by humansand cellular respiration, used to move the cells where they need to be (their stations)
16020	Cells use osmosis to move materials across the call membrane by using water . Cells also use diffsion to move materials across the membrane by getting water anad solutions on earch side so it is eaqual.
16021	organelles
16022	the cells go through metaphase, anaphase, and telophase.
16023	FECES
16024	Osmosis, diffusion, and facilitated diffusion are the three processes used by cells to control the movement of substances across the cell membrane. In osmosis, it is the movement from higher concentration to lower concentration across a membrane. The soutes are being dissolved in to the solvent and can readily do so on their own. With this there are three types of solutions: hypotonic, hypertonic, and isotonic. In facilitated diffusion, it is movement from higher to lower concntration across the membrane as well with tings that can not readily pass through on their own. These then use the help of thing such as sodium potassium pumps and ion channels. in diffusion, it is also the movement from higher to lower concentration. These things do not need assitance passing through and can readily do this own their own unitl they reach equilibrium, in which all things are balanced and even.
16025	They control the energy flow
16026	The cell membrane controls what comes into the cell and what comes out. The cell also breaks things down and the ribosomes helps control the cell membrane.
16027	osmosis move water through a cell membranemitosis moves materials needed to servivemRNA sends messages to the nucleus
16028	MiosisMitosis cell respiration
16029	endocytosis is when something moves into the cell, exocytosis is when something moves out of the cell, and mitosis when the cell seperates and divides.
16030	It goes in. It comes out. our it stayes in.
16031	The use of ribosomesThe Endoplasmic Reticulum, pathway, can help move substancesThe Golgi Apparatice can also help move substances
16032	The cell slowly pushes things to get out of the cell against the membrane on the inner area.  Then the thing that needs to get out is forced between the membrane, then it is pushed out.
